environment,battle_style,core_strength,personality,social_style,pokemon_name,img_url,shiny_img_url,type1,pokedex_entry,hp,attack,defense,is_legendary,is_mythical
Ancient Ruins,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Musharna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/518.png,psychic,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.,116,55,85,False,False
Bustling Cities,Methodical Warrior,Raw Power,Stoic & Loyal,Team Player,Pidove,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/519.png,normal,"Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands.",50,55,50,False,False
Bustling Cities,Methodical Warrior,Raw Power,Stoic & Loyal,Team Player,Tranquill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/520.png,normal,It can return to its Trainer’s location regardless of the distance separating them.,62,77,62,False,False
Bustling Cities,Aggressive Brawler,Raw Power,Passionate & Fierce,Team Player,Unfezant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/521.png,normal,Males swing their head plumage to threaten opponents. The females’ flying abilities surpass those of the males.,80,115,80,False,False
Bustling Cities,Methodical Warrior,Speed & Evasion,Playful & Energetic,Flexible,Blitzle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/522.png,electric,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity.",45,60,32,False,False
Bustling Cities,Swift Scout,Speed & Evasion,Playful & Energetic,Flexible,Zebstrika,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/523.png,electric,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",75,100,63,False,False
Volcanic Mountains,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Roggenrola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/524.png,rock,"Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel.",55,75,85,False,False
Volcanic Mountains,Methodical Warrior,Raw Power,Stoic & Loyal,Flexible,Boldore,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/525.png,rock,"When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves.",70,105,105,False,False
Volcanic Mountains,Methodical Warrior,Raw Power,Stoic & Loyal,Flexible,Gigalith,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/526.png,rock,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,85,135,130,False,False
Ancient Ruins,Versatile All-Rounder,Speed & Evasion,Intelligent & Mysterious,Flexible,Woobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/527.png,psychic,Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings.,65,45,43,False,False
Ancient Ruins,Swift Scout,Speed & Evasion,Intelligent & Mysterious,Flexible,Swoobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/528.png,psychic,"It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks.",67,57,55,False,False
Volcanic Mountains,Methodical Warrior,Raw Power,Stoic & Loyal,Flexible,Drilbur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/529.png,ground,It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.,60,85,40,False,False
Volcanic Mountains,Methodical Warrior,Raw Power,Stoic & Loyal,Flexible,Excadrill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/530.png,ground,It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.,110,135,60,False,False
Bustling Cities,Versatile All-Rounder,Resilience,Gentle & Protective,Team Player,Audino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/531.png,normal,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.",103,60,86,False,False
Training Dojos,Methodical Warrior,Raw Power,Passionate & Fierce,Lone Wolf,Timburr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/532.png,fighting,It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.,75,80,55,False,False
Training Dojos,Methodical Warrior,Raw Power,Passionate & Fierce,Lone Wolf,Gurdurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/533.png,fighting,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,85,105,85,False,False
Training Dojos,Methodical Warrior,Raw Power,Passionate & Fierce,Lone Wolf,Conkeldurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/534.png,fighting,"It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago.",105,140,95,False,False
Serene Waters,Versatile All-Rounder,Speed & Evasion,Playful & Energetic,Flexible,Tympole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/535.png,water,They warn others of danger by vibrating their cheeks to create a high-pitched sound.,50,50,40,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Palpitoad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/536.png,water,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land.",75,65,55,False,False
Serene Waters,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Seismitoad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/537.png,water,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,105,95,75,False,False
Training Dojos,Methodical Warrior,Resilience,Passionate & Fierce,Lone Wolf,Throh,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/538.png,fighting,"When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts.",120,100,85,False,False
Training Dojos,Methodical Warrior,Raw Power,Passionate & Fierce,Lone Wolf,Sawk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/539.png,fighting,The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train.,75,125,75,False,False
Verdant Forests,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Sewaddle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/540.png,bug,Leavanny dress it in clothes they made for it when it hatched. It hides its head in its hood while it is sleeping.,45,53,70,False,False
Verdant Forests,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Swadloon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/541.png,bug,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.,55,63,90,False,False
Verdant Forests,Aggressive Brawler,Raw Power,Passionate & Fierce,Flexible,Leavanny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/542.png,bug,"Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk.",75,103,80,False,False
Verdant Forests,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Venipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/543.png,bug,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.",30,45,59,False,False
Verdant Forests,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Whirlipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/544.png,bug,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies.",40,55,99,False,False
Verdant Forests,Swift Scout,Speed & Evasion,Playful & Energetic,Flexible,Scolipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/545.png,bug,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.",60,100,89,False,False
Verdant Forests,Versatile All-Rounder,Speed & Evasion,Gentle & Protective,Flexible,Cottonee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/546.png,grass,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker.",40,27,60,False,False
Verdant Forests,Swift Scout,Speed & Evasion,Gentle & Protective,Flexible,Whimsicott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/547.png,grass,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.",60,67,85,False,False
Verdant Forests,Versatile All-Rounder,Raw Power,Gentle & Protective,Flexible,Petilil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/548.png,grass,The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.,45,35,50,False,False
Verdant Forests,Versatile All-Rounder,Raw Power,Gentle & Protective,Flexible,Lilligant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/549.png,grass,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.,70,60,75,False,False
Serene Waters,Methodical Warrior,Speed & Evasion,Playful & Energetic,Flexible,Basculin-red-striped,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/550.png,water,"Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile.",70,92,65,False,False
Volcanic Mountains,Methodical Warrior,Raw Power,Stoic & Loyal,Flexible,Sandile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/551.png,ground,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.,50,72,35,False,False
Volcanic Mountains,Methodical Warrior,Raw Power,Stoic & Loyal,Flexible,Krokorok,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/552.png,ground,They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.,60,82,45,False,False
Volcanic Mountains,Aggressive Brawler,Raw Power,Passionate & Fierce,Flexible,Krookodile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/553.png,ground,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.",95,117,80,False,False
Volcanic Mountains,Methodical Warrior,Raw Power,Passionate & Fierce,Flexible,Darumaka,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/554.png,fire,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep.",70,90,45,False,False
Volcanic Mountains,Aggressive Brawler,Raw Power,Passionate & Fierce,Flexible,Darmanitan-standard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/555.png,fire,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch.",105,140,55,False,False
Verdant Forests,Versatile All-Rounder,Raw Power,Gentle & Protective,Flexible,Maractus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/556.png,grass,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.,75,86,67,False,False
Verdant Forests,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Dwebble,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/557.png,bug,This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.,50,65,85,False,False
Verdant Forests,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Crustle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/558.png,bug,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",70,105,125,False,False
Ancient Ruins,Methodical Warrior,Raw Power,Adaptable & Friendly,Lone Wolf,Scraggy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/559.png,dark,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck.",50,75,70,False,False
Ancient Ruins,Immovable Wall,Resilience,Gentle & Protective,Lone Wolf,Scrafty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/560.png,dark,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.,65,90,115,False,False
Ancient Ruins,Glass Cannon Mage,Raw Power,Intelligent & Mysterious,Flexible,Sigilyph,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/561.png,psychic,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast.",72,58,80,False,False
Ancient Ruins,Versatile All-Rounder,Resilience,Gentle & Protective,Lone Wolf,Yamask,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/562.png,ghost,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,38,30,85,False,False
Ancient Ruins,Immovable Wall,Resilience,Gentle & Protective,Lone Wolf,Cofagrigus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/563.png,ghost,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.,58,50,145,False,False
Serene Waters,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Tirtouga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/564.png,water,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile.",54,78,103,False,False
Serene Waters,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Carracosta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/565.png,water,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.,74,108,133,False,False
Volcanic Mountains,Methodical Warrior,Raw Power,Stoic & Loyal,Flexible,Archen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/566.png,rock,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",55,112,45,False,False
Volcanic Mountains,Aggressive Brawler,Raw Power,Passionate & Fierce,Flexible,Archeops,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/567.png,rock,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight.",75,140,65,False,False
Anywhere,Methodical Warrior,Speed & Evasion,Playful & Energetic,Lone Wolf,Trubbish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/568.png,poison,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,50,50,62,False,False
Anywhere,Methodical Warrior,Raw Power,Adaptable & Friendly,Lone Wolf,Garbodor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/569.png,poison,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.,80,95,82,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Adaptable & Friendly,Lone Wolf,Zorua,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/570.png,dark,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child.",40,65,40,False,False
Ancient Ruins,Aggressive Brawler,Raw Power,Passionate & Fierce,Lone Wolf,Zoroark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/571.png,dark,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.,60,105,60,False,False
Bustling Cities,Methodical Warrior,Speed & Evasion,Playful & Energetic,Team Player,Minccino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/572.png,normal,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean.",55,50,40,False,False
Bustling Cities,Swift Scout,Speed & Evasion,Playful & Energetic,Team Player,Cinccino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/573.png,normal,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.,75,95,60,False,False
Ancient Ruins,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Gothita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/574.png,psychic,Their ribbonlike feelers increase their psychic power. They are always staring at something.,45,30,50,False,False
Ancient Ruins,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Gothorita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/575.png,psychic,They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.,60,45,70,False,False
Ancient Ruins,Immovable Wall,Resilience,Gentle & Protective,Flexible,Gothitelle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/576.png,psychic,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.,70,55,95,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Intelligent & Mysterious,Flexible,Solosis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/577.png,psychic,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,45,30,40,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Intelligent & Mysterious,Flexible,Duosion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/578.png,psychic,"Since they have two divided brains, at times they suddenly try to take two different actions at once.",65,40,50,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Intelligent & Mysterious,Flexible,Reuniclus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/579.png,psychic,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",110,65,75,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Ducklett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/580.png,water,These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.,62,44,50,False,False
Serene Waters,Versatile All-Rounder,Speed & Evasion,Playful & Energetic,Flexible,Swanna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/581.png,water,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,75,87,63,False,False
Serene Waters,Versatile All-Rounder,Raw Power,Adaptable & Friendly,Flexible,Vanillite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/582.png,ice,The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.,36,50,50,False,False
Serene Waters,Versatile All-Rounder,Raw Power,Adaptable & Friendly,Flexible,Vanillish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/583.png,ice,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.",51,65,65,False,False
Serene Waters,Versatile All-Rounder,Raw Power,Adaptable & Friendly,Flexible,Vanilluxe,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/584.png,ice,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards.",71,95,85,False,False
Bustling Cities,Methodical Warrior,Speed & Evasion,Playful & Energetic,Team Player,Deerling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/585.png,normal,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.",60,60,50,False,False
Bustling Cities,Methodical Warrior,Raw Power,Stoic & Loyal,Team Player,Sawsbuck,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/586.png,normal,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.,80,100,70,False,False
Bustling Cities,Versatile All-Rounder,Speed & Evasion,Playful & Energetic,Flexible,Emolga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/587.png,electric,The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.,55,75,60,False,False
Verdant Forests,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Karrablast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/588.png,bug,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.,50,75,45,False,False
Verdant Forests,Immovable Wall,Raw Power,Adaptable & Friendly,Flexible,Escavalier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/589.png,bug,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely.",70,135,105,False,False
Verdant Forests,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Foongus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/590.png,grass,"It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown.",69,55,45,False,False
Verdant Forests,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Amoonguss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/591.png,grass,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion.",114,85,70,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Frillish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/592.png,water,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor.",55,40,50,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Jellicent,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/593.png,water,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.",100,60,70,False,False
Serene Waters,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Alomomola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/594.png,water,The special membrane enveloping Alomomola has the ability to heal wounds.,165,75,80,False,False
Verdant Forests,Versatile All-Rounder,Speed & Evasion,Playful & Energetic,Flexible,Joltik,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/595.png,bug,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.,50,47,50,False,False
